"sim","N_stable","N_inc","N_dec","lambda","base_col"
1,2,2,2,0.9,0
2,2,2,2,0.9,0
3,2,2,2,0.9,0
4,2,2,2,0.9,0
5,2,2,2,0.9,0
6,2,2,2,0.9,0
7,2,2,2,0.9,0
8,2,2,2,0.9,0
9,2,2,2,0.9,0
10,2,2,2,0.9,0
11,2,2,2,0.9,0
12,2,2,2,0.9,0
13,2,2,2,0.9,0
14,2,2,2,0.9,0
15,2,2,2,0.9,0
16,2,2,2,0.9,0
17,2,2,2,0.9,0
18,2,2,2,0.9,0
19,2,2,2,0.9,0
20,2,2,2,0.9,0
21,2,2,2,0.9,0
22,2,2,2,0.9,0
23,2,2,2,0.9,0
24,2,2,2,0.9,0
25,2,2,2,0.9,0
26,2,2,2,0.9,0
27,2,2,2,0.9,0
28,2,2,2,0.9,0
29,2,2,2,0.9,0
30,2,2,2,0.9,0
31,2,2,2,0.9,0
32,2,2,2,0.9,0
33,2,2,2,0.9,0
34,2,2,2,0.9,0
35,2,2,2,0.9,0
36,2,2,2,0.9,0
37,2,2,2,0.9,0
38,2,2,2,0.9,0
39,2,2,2,0.9,0
40,2,2,2,0.9,0
41,2,2,2,0.9,0
42,2,2,2,0.9,0
43,2,2,2,0.9,0
44,2,2,2,0.9,0
45,2,2,2,0.9,0
46,2,2,2,0.9,0
47,2,2,2,0.9,0
48,2,2,2,0.9,0
49,2,2,2,0.9,0
50,2,2,2,0.9,0
51,2,2,2,0.9,0
52,2,2,2,0.9,0
53,2,2,2,0.9,0
54,2,2,2,0.9,0
55,2,2,2,0.9,0
56,2,2,2,0.9,0
57,2,2,2,0.9,0
58,2,2,2,0.9,0
59,2,2,2,0.9,0
60,2,2,2,0.9,0
61,2,2,2,0.9,0
62,2,2,2,0.9,0
63,2,2,2,0.9,0
64,2,2,2,0.9,0
65,2,2,2,0.9,0
66,2,2,2,0.9,0
67,2,2,2,0.9,0
68,2,2,2,0.9,0
69,2,2,2,0.9,0
70,2,2,2,0.9,0
71,2,2,2,0.9,0
72,2,2,2,0.9,0
73,2,2,2,0.9,0
74,2,2,2,0.9,0
75,2,2,2,0.9,0
76,2,2,2,0.9,0
77,2,2,2,0.9,0
78,2,2,2,0.9,0
79,2,2,2,0.9,0
80,2,2,2,0.9,0
81,2,2,2,0.9,0
82,2,2,2,0.9,0
83,2,2,2,0.9,0
84,2,2,2,0.9,0
85,2,2,2,0.9,0
86,2,2,2,0.9,0
87,2,2,2,0.9,0
88,2,2,2,0.9,0
89,2,2,2,0.9,0
90,2,2,2,0.9,0
91,2,2,2,0.9,0
92,2,2,2,0.9,0
93,2,2,2,0.9,0
94,2,2,2,0.9,0
95,2,2,2,0.9,0
96,2,2,2,0.9,0
97,2,2,2,0.9,0
98,2,2,2,0.9,0
99,2,2,2,0.9,0
100,2,2,2,0.9,0
101,2,2,2,0.9,0
102,2,2,2,0.9,0
103,2,2,2,0.9,0
104,2,2,2,0.9,0
105,2,2,2,0.9,0
106,2,2,2,0.9,0
107,2,2,2,0.9,0
108,2,2,2,0.9,0
109,2,2,2,0.9,0
110,2,2,2,0.9,0
111,2,2,2,0.9,0
112,2,2,2,0.9,0
113,2,2,2,0.9,0
114,2,2,2,0.9,0
115,2,2,2,0.9,0
116,2,2,2,0.9,0
117,2,2,2,0.9,0
118,2,2,2,0.9,0
119,2,2,2,0.9,0
120,2,2,2,0.9,0
121,2,2,2,0.9,0
122,2,2,2,0.9,0
123,2,2,2,0.9,0
124,2,2,2,0.9,0
125,2,2,2,0.9,0
126,2,2,2,0.9,0
127,2,2,2,0.9,0
128,2,2,2,0.9,0
129,2,2,2,0.9,0
130,2,2,2,0.9,0
131,2,2,2,0.9,0
132,2,2,2,0.9,0
133,2,2,2,0.9,0
134,2,2,2,0.9,0
135,2,2,2,0.9,0
136,2,2,2,0.9,0
137,2,2,2,0.9,0
138,2,2,2,0.9,0
139,2,2,2,0.9,0
140,2,2,2,0.9,0
141,2,2,2,0.9,0
142,2,2,2,0.9,0
143,2,2,2,0.9,0
144,2,2,2,0.9,0
145,2,2,2,0.9,0
146,2,2,2,0.9,0
147,2,2,2,0.9,0
148,2,2,2,0.9,0
149,2,2,2,0.9,0
150,2,2,2,0.9,0
151,2,2,2,0.9,0
152,2,2,2,0.9,0
153,2,2,2,0.9,0
154,2,2,2,0.9,0
155,2,2,2,0.9,0
156,2,2,2,0.9,0
157,2,2,2,0.9,0
158,2,2,2,0.9,0
159,2,2,2,0.9,0
160,2,2,2,0.9,0
161,2,2,2,0.9,0
162,2,2,2,0.9,0
163,2,2,2,0.9,0
164,2,2,2,0.9,0
165,2,2,2,0.9,0
166,2,2,2,0.9,0
167,2,2,2,0.9,0
168,2,2,2,0.9,0
169,2,2,2,0.9,0
170,2,2,2,0.9,0
171,2,2,2,0.9,0
172,2,2,2,0.9,0
173,2,2,2,0.9,0
174,2,2,2,0.9,0
175,2,2,2,0.9,0
176,2,2,2,0.9,0
177,2,2,2,0.9,0
178,2,2,2,0.9,0
179,2,2,2,0.9,0
180,2,2,2,0.9,0
181,2,2,2,0.9,0
182,2,2,2,0.9,0
183,2,2,2,0.9,0
184,2,2,2,0.9,0
185,2,2,2,0.9,0
186,2,2,2,0.9,0
187,2,2,2,0.9,0
188,2,2,2,0.9,0
189,2,2,2,0.9,0
190,2,2,2,0.9,0
191,2,2,2,0.9,0
192,2,2,2,0.9,0
193,2,2,2,0.9,0
194,2,2,2,0.9,0
195,2,2,2,0.9,0
196,2,2,2,0.9,0
197,2,2,2,0.9,0
198,2,2,2,0.9,0
199,2,2,2,0.9,0
200,2,2,2,0.9,0
201,2,2,2,0.9,0
202,2,2,2,0.9,0
203,2,2,2,0.9,0
204,2,2,2,0.9,0
205,2,2,2,0.9,0
206,2,2,2,0.9,0
207,2,2,2,0.9,0
208,2,2,2,0.9,0
209,2,2,2,0.9,0
210,2,2,2,0.9,0
211,2,2,2,0.9,0
212,2,2,2,0.9,0
213,2,2,2,0.9,0
214,2,2,2,0.9,0
215,2,2,2,0.9,0
216,2,2,2,0.9,0
217,2,2,2,0.9,0
218,2,2,2,0.9,0
219,2,2,2,0.9,0
220,2,2,2,0.9,0
221,2,2,2,0.9,0
222,2,2,2,0.9,0
223,2,2,2,0.9,0
224,2,2,2,0.9,0
225,2,2,2,0.9,0
226,2,2,2,0.9,0
227,2,2,2,0.9,0
228,2,2,2,0.9,0
229,2,2,2,0.9,0
230,2,2,2,0.9,0
231,2,2,2,0.9,0
232,2,2,2,0.9,0
233,2,2,2,0.9,0
234,2,2,2,0.9,0
235,2,2,2,0.9,0
236,2,2,2,0.9,0
237,2,2,2,0.9,0
238,2,2,2,0.9,0
239,2,2,2,0.9,0
240,2,2,2,0.9,0
241,2,2,2,0.9,0
242,2,2,2,0.9,0
243,2,2,2,0.9,0
244,2,2,2,0.9,0
245,2,2,2,0.9,0
246,2,2,2,0.9,0
247,2,2,2,0.9,0
248,2,2,2,0.9,0
249,2,2,2,0.9,0
250,2,2,2,0.9,0
251,2,2,2,0.9,0
252,2,2,2,0.9,0
253,2,2,2,0.9,0
254,2,2,2,0.9,0
255,2,2,2,0.9,0
256,2,2,2,0.9,0
257,2,2,2,0.9,0
258,2,2,2,0.9,0
