"sim","N_stable","N_inc","N_dec","lambda","base_col"
1,2,2,2,0.9,1
2,2,2,2,0.9,1
3,2,2,2,0.9,1
4,2,2,2,0.9,1
5,2,2,2,0.9,1
6,2,2,2,0.9,1
7,2,2,2,0.9,1
8,2,2,2,0.9,1
9,2,2,2,0.9,1
10,2,2,2,0.9,1
11,2,2,2,0.9,1
12,2,2,2,0.9,1
13,2,2,2,0.9,1
14,2,2,2,0.9,1
15,2,2,2,0.9,1
16,2,2,2,0.9,1
17,2,2,2,0.9,1
18,2,2,2,0.9,1
19,2,2,2,0.9,1
20,2,2,2,0.9,1
21,2,2,2,0.9,1
22,2,2,2,0.9,1
23,2,2,2,0.9,1
24,2,2,2,0.9,1
25,2,2,2,0.9,1
26,2,2,2,0.9,1
27,2,2,2,0.9,1
28,2,2,2,0.9,1
29,2,2,2,0.9,1
30,2,2,2,0.9,1
31,2,2,2,0.9,1
32,2,2,2,0.9,1
33,2,2,2,0.9,1
34,2,2,2,0.9,1
35,2,2,2,0.9,1
36,2,2,2,0.9,1
37,2,2,2,0.9,1
38,2,2,2,0.9,1
39,2,2,2,0.9,1
40,2,2,2,0.9,1
41,2,2,2,0.9,1
42,2,2,2,0.9,1
43,2,2,2,0.9,1
44,2,2,2,0.9,1
45,2,2,2,0.9,1
46,2,2,2,0.9,1
47,2,2,2,0.9,1
48,2,2,2,0.9,1
49,2,2,2,0.9,1
50,2,2,2,0.9,1
51,2,2,2,0.9,1
52,2,2,2,0.9,1
53,2,2,2,0.9,1
54,2,2,2,0.9,1
55,2,2,2,0.9,1
56,2,2,2,0.9,1
57,2,2,2,0.9,1
58,2,2,2,0.9,1
59,2,2,2,0.9,1
60,2,2,2,0.9,1
61,2,2,2,0.9,1
62,2,2,2,0.9,1
63,2,2,2,0.9,1
64,2,2,2,0.9,1
65,2,2,2,0.9,1
66,2,2,2,0.9,1
67,2,2,2,0.9,1
68,2,2,2,0.9,1
69,2,2,2,0.9,1
70,2,2,2,0.9,1
71,2,2,2,0.9,1
72,2,2,2,0.9,1
73,2,2,2,0.9,1
74,2,2,2,0.9,1
75,2,2,2,0.9,1
76,2,2,2,0.9,1
77,2,2,2,0.9,1
78,2,2,2,0.9,1
79,2,2,2,0.9,1
80,2,2,2,0.9,1
81,2,2,2,0.9,1
82,2,2,2,0.9,1
83,2,2,2,0.9,1
84,2,2,2,0.9,1
85,2,2,2,0.9,1
86,2,2,2,0.9,1
87,2,2,2,0.9,1
88,2,2,2,0.9,1
89,2,2,2,0.9,1
90,2,2,2,0.9,1
91,2,2,2,0.9,1
92,2,2,2,0.9,1
93,2,2,2,0.9,1
94,2,2,2,0.9,1
95,2,2,2,0.9,1
96,2,2,2,0.9,1
97,2,2,2,0.9,1
98,2,2,2,0.9,1
99,2,2,2,0.9,1
100,2,2,2,0.9,1
101,2,2,2,0.9,1
102,2,2,2,0.9,1
103,2,2,2,0.9,1
104,2,2,2,0.9,1
105,2,2,2,0.9,1
106,2,2,2,0.9,1
107,2,2,2,0.9,1
108,2,2,2,0.9,1
109,2,2,2,0.9,1
110,2,2,2,0.9,1
111,2,2,2,0.9,1
112,2,2,2,0.9,1
113,2,2,2,0.9,1
114,2,2,2,0.9,1
115,2,2,2,0.9,1
116,2,2,2,0.9,1
117,2,2,2,0.9,1
118,2,2,2,0.9,1
119,2,2,2,0.9,1
120,2,2,2,0.9,1
121,2,2,2,0.9,1
122,2,2,2,0.9,1
123,2,2,2,0.9,1
124,2,2,2,0.9,1
125,2,2,2,0.9,1
126,2,2,2,0.9,1
127,2,2,2,0.9,1
128,2,2,2,0.9,1
129,2,2,2,0.9,1
130,2,2,2,0.9,1
131,2,2,2,0.9,1
132,2,2,2,0.9,1
133,2,2,2,0.9,1
134,2,2,2,0.9,1
135,2,2,2,0.9,1
136,2,2,2,0.9,1
137,2,2,2,0.9,1
138,2,2,2,0.9,1
139,2,2,2,0.9,1
140,2,2,2,0.9,1
141,2,2,2,0.9,1
142,2,2,2,0.9,1
143,2,2,2,0.9,1
144,2,2,2,0.9,1
145,2,2,2,0.9,1
146,2,2,2,0.9,1
147,2,2,2,0.9,1
148,2,2,2,0.9,1
149,2,2,2,0.9,1
150,2,2,2,0.9,1
151,2,2,2,0.9,1
152,2,2,2,0.9,1
153,2,2,2,0.9,1
154,2,2,2,0.9,1
155,2,2,2,0.9,1
156,2,2,2,0.9,1
157,2,2,2,0.9,1
158,2,2,2,0.9,1
159,2,2,2,0.9,1
160,2,2,2,0.9,1
161,2,2,2,0.9,1
162,2,2,2,0.9,1
163,2,2,2,0.9,1
164,2,2,2,0.9,1
165,2,2,2,0.9,1
166,2,2,2,0.9,1
167,2,2,2,0.9,1
168,2,2,2,0.9,1
169,2,2,2,0.9,1
170,2,2,2,0.9,1
171,2,2,2,0.9,1
172,2,2,2,0.9,1
173,2,2,2,0.9,1
174,2,2,2,0.9,1
175,2,2,2,0.9,1
176,2,2,2,0.9,1
177,2,2,2,0.9,1
178,2,2,2,0.9,1
179,2,2,2,0.9,1
180,2,2,2,0.9,1
181,2,2,2,0.9,1
182,2,2,2,0.9,1
183,2,2,2,0.9,1
