"sim","N_stable","N_inc","N_dec","lambda","base_col"
387,2,2,2,0.9,0.1
388,2,2,2,0.9,0.1
389,2,2,2,0.9,0.1
390,2,2,2,0.9,0.1
391,2,2,2,0.9,0.1
392,2,2,2,0.9,0.1
393,2,2,2,0.9,0.1
394,2,2,2,0.9,0.1
395,2,2,2,0.9,0.1
396,2,2,2,0.9,0.1
397,2,2,2,0.9,0.1
398,2,2,2,0.9,0.1
399,2,2,2,0.9,0.1
400,2,2,2,0.9,0.1
401,2,2,2,0.9,0.1
402,2,2,2,0.9,0.1
403,2,2,2,0.9,0.1
404,2,2,2,0.9,0.1
405,2,2,2,0.9,0.1
406,2,2,2,0.9,0.1
407,2,2,2,0.9,0.1
408,2,2,2,0.9,0.1
409,2,2,2,0.9,0.1
410,2,2,2,0.9,0.1
411,2,2,2,0.9,0.1
412,2,2,2,0.9,0.1
413,2,2,2,0.9,0.1
414,2,2,2,0.9,0.1
415,2,2,2,0.9,0.1
416,2,2,2,0.9,0.1
417,2,2,2,0.9,0.1
418,2,2,2,0.9,0.1
419,2,2,2,0.9,0.1
420,2,2,2,0.9,0.1
421,2,2,2,0.9,0.1
422,2,2,2,0.9,0.1
423,2,2,2,0.9,0.1
424,2,2,2,0.9,0.1
425,2,2,2,0.9,0.1
426,2,2,2,0.9,0.1
427,2,2,2,0.9,0.1
428,2,2,2,0.9,0.1
429,2,2,2,0.9,0.1
430,2,2,2,0.9,0.1
431,2,2,2,0.9,0.1
432,2,2,2,0.9,0.1
433,2,2,2,0.9,0.1
434,2,2,2,0.9,0.1
435,2,2,2,0.9,0.1
436,2,2,2,0.9,0.1
437,2,2,2,0.9,0.1
438,2,2,2,0.9,0.1
439,2,2,2,0.9,0.1
440,2,2,2,0.9,0.1
441,2,2,2,0.9,0.1
442,2,2,2,0.9,0.1
443,2,2,2,0.9,0.1
444,2,2,2,0.9,0.1
445,2,2,2,0.9,0.1
446,2,2,2,0.9,0.1
447,2,2,2,0.9,0.1
448,2,2,2,0.9,0.1
449,2,2,2,0.9,0.1
450,2,2,2,0.9,0.1
451,2,2,2,0.9,0.1
452,2,2,2,0.9,0.1
453,2,2,2,0.9,0.1
454,2,2,2,0.9,0.1
455,2,2,2,0.9,0.1
456,2,2,2,0.9,0.1
457,2,2,2,0.9,0.1
458,2,2,2,0.9,0.1
459,2,2,2,0.9,0.1
460,2,2,2,0.9,0.1
461,2,2,2,0.9,0.1
462,2,2,2,0.9,0.1
463,2,2,2,0.9,0.1
464,2,2,2,0.9,0.1
465,2,2,2,0.9,0.1
466,2,2,2,0.9,0.1
467,2,2,2,0.9,0.1
468,2,2,2,0.9,0.1
469,2,2,2,0.9,0.1
470,2,2,2,0.9,0.1
471,2,2,2,0.9,0.1
472,2,2,2,0.9,0.1
473,2,2,2,0.9,0.1
474,2,2,2,0.9,0.1
475,2,2,2,0.9,0.1
476,2,2,2,0.9,0.1
477,2,2,2,0.9,0.1
478,2,2,2,0.9,0.1
479,2,2,2,0.9,0.1
480,2,2,2,0.9,0.1
481,2,2,2,0.9,0.1
482,2,2,2,0.9,0.1
483,2,2,2,0.9,0.1
484,2,2,2,0.9,0.1
485,2,2,2,0.9,0.1
486,2,2,2,0.9,0.1
487,2,2,2,0.9,0.1
488,2,2,2,0.9,0.1
489,2,2,2,0.9,0.1
490,2,2,2,0.9,0.1
491,2,2,2,0.9,0.1
492,2,2,2,0.9,0.1
493,2,2,2,0.9,0.1
494,2,2,2,0.9,0.1
495,2,2,2,0.9,0.1
496,2,2,2,0.9,0.1
497,2,2,2,0.9,0.1
498,2,2,2,0.9,0.1
499,2,2,2,0.9,0.1
500,2,2,2,0.9,0.1
501,2,2,2,0.9,0.1
502,2,2,2,0.9,0.1
503,2,2,2,0.9,0.1
504,2,2,2,0.9,0.1
505,2,2,2,0.9,0.1
506,2,2,2,0.9,0.1
507,2,2,2,0.9,0.1
508,2,2,2,0.9,0.1
509,2,2,2,0.9,0.1
510,2,2,2,0.9,0.1
511,2,2,2,0.9,0.1
512,2,2,2,0.9,0.1
513,2,2,2,0.9,0.1
514,2,2,2,0.9,0.1
515,2,2,2,0.9,0.1
516,2,2,2,0.9,0.1
517,2,2,2,0.9,0.1
518,2,2,2,0.9,0.1
519,2,2,2,0.9,0.1
520,2,2,2,0.9,0.1
521,2,2,2,0.9,0.1
522,2,2,2,0.9,0.1
523,2,2,2,0.9,0.1
524,2,2,2,0.9,0.1
525,2,2,2,0.9,0.1
526,2,2,2,0.9,0.1
527,2,2,2,0.9,0.1
528,2,2,2,0.9,0.1
529,2,2,2,0.9,0.1
530,2,2,2,0.9,0.1
531,2,2,2,0.9,0.1
532,2,2,2,0.9,0.1
533,2,2,2,0.9,0.1
534,2,2,2,0.9,0.1
535,2,2,2,0.9,0.1
536,2,2,2,0.9,0.1
537,2,2,2,0.9,0.1
538,2,2,2,0.9,0.1
539,2,2,2,0.9,0.1
540,2,2,2,0.9,0.1
541,2,2,2,0.9,0.1
542,2,2,2,0.9,0.1
543,2,2,2,0.9,0.1
544,2,2,2,0.9,0.1
545,2,2,2,0.9,0.1
546,2,2,2,0.9,0.1
547,2,2,2,0.9,0.1
548,2,2,2,0.9,0.1
549,2,2,2,0.9,0.1
550,2,2,2,0.9,0.1
551,2,2,2,0.9,0.1
552,2,2,2,0.9,0.1
553,2,2,2,0.9,0.1
554,2,2,2,0.9,0.1
555,2,2,2,0.9,0.1
556,2,2,2,0.9,0.1
557,2,2,2,0.9,0.1
558,2,2,2,0.9,0.1
559,2,2,2,0.9,0.1
560,2,2,2,0.9,0.1
561,2,2,2,0.9,0.1
562,2,2,2,0.9,0.1
563,2,2,2,0.9,0.1
564,2,2,2,0.9,0.1
565,2,2,2,0.9,0.1
566,2,2,2,0.9,0.1
567,2,2,2,0.9,0.1
568,2,2,2,0.9,0.1
569,2,2,2,0.9,0.1
570,2,2,2,0.9,0.1
571,2,2,2,0.9,0.1
572,2,2,2,0.9,0.1
573,2,2,2,0.9,0.1
574,2,2,2,0.9,0.1
575,2,2,2,0.9,0.1
576,2,2,2,0.9,0.1
577,2,2,2,0.9,0.1
578,2,2,2,0.9,0.1
579,2,2,2,0.9,0.1
580,2,2,2,0.9,0.1
581,2,2,2,0.9,0.1
582,2,2,2,0.9,0.1
583,2,2,2,0.9,0.1
584,2,2,2,0.9,0.1
585,2,2,2,0.9,0.1
586,2,2,2,0.9,0.1
587,2,2,2,0.9,0.1
588,2,2,2,0.9,0.1
589,2,2,2,0.9,0.1
590,2,2,2,0.9,0.1
591,2,2,2,0.9,0.1
592,2,2,2,0.9,0.1
593,2,2,2,0.9,0.1
594,2,2,2,0.9,0.1
595,2,2,2,0.9,0.1
596,2,2,2,0.9,0.1
597,2,2,2,0.9,0.1
598,2,2,2,0.9,0.1
599,2,2,2,0.9,0.1
600,2,2,2,0.9,0.1
601,2,2,2,0.9,0.1
602,2,2,2,0.9,0.1
603,2,2,2,0.9,0.1
604,2,2,2,0.9,0.1
605,2,2,2,0.9,0.1
606,2,2,2,0.9,0.1
607,2,2,2,0.9,0.1
608,2,2,2,0.9,0.1
609,2,2,2,0.9,0.1
610,2,2,2,0.9,0.1
611,2,2,2,0.9,0.1
612,2,2,2,0.9,0.1
613,2,2,2,0.9,0.1
614,2,2,2,0.9,0.1
615,2,2,2,0.9,0.1
616,2,2,2,0.9,0.1
617,2,2,2,0.9,0.1
618,2,2,2,0.9,0.1
619,2,2,2,0.9,0.1
620,2,2,2,0.9,0.1
621,2,2,2,0.9,0.1
622,2,2,2,0.9,0.1
623,2,2,2,0.9,0.1
624,2,2,2,0.9,0.1
625,2,2,2,0.9,0.1
626,2,2,2,0.9,0.1
627,2,2,2,0.9,0.1
628,2,2,2,0.9,0.1
629,2,2,2,0.9,0.1
630,2,2,2,0.9,0.1
631,2,2,2,0.9,0.1
632,2,2,2,0.9,0.1
633,2,2,2,0.9,0.1
634,2,2,2,0.9,0.1
635,2,2,2,0.9,0.1
636,2,2,2,0.9,0.1
637,2,2,2,0.9,0.1
638,2,2,2,0.9,0.1
639,2,2,2,0.9,0.1
640,2,2,2,0.9,0.1
641,2,2,2,0.9,0.1
642,2,2,2,0.9,0.1
643,2,2,2,0.9,0.1
644,2,2,2,0.9,0.1
645,2,2,2,0.9,0.1
646,2,2,2,0.9,0.1
647,2,2,2,0.9,0.1
648,2,2,2,0.9,0.1
649,2,2,2,0.9,0.1
650,2,2,2,0.9,0.1
651,2,2,2,0.9,0.1
652,2,2,2,0.9,0.1
653,2,2,2,0.9,0.1
654,2,2,2,0.9,0.1
655,2,2,2,0.9,0.1
656,2,2,2,0.9,0.1
657,2,2,2,0.9,0.1
658,2,2,2,0.9,0.1
659,2,2,2,0.9,0.1
660,2,2,2,0.9,0.1
661,2,2,2,0.9,0.1
662,2,2,2,0.9,0.1
663,2,2,2,0.9,0.1
664,2,2,2,0.9,0.1
665,2,2,2,0.9,0.1
666,2,2,2,0.9,0.1
667,2,2,2,0.9,0.1
668,2,2,2,0.9,0.1
669,2,2,2,0.9,0.1
670,2,2,2,0.9,0.1
671,2,2,2,0.9,0.1
672,2,2,2,0.9,0.1
673,2,2,2,0.9,0.1
674,2,2,2,0.9,0.1
675,2,2,2,0.9,0.1
676,2,2,2,0.9,0.1
677,2,2,2,0.9,0.1
678,2,2,2,0.9,0.1
679,2,2,2,0.9,0.1
680,2,2,2,0.9,0.1
681,2,2,2,0.9,0.1
682,2,2,2,0.9,0.1
683,2,2,2,0.9,0.1
684,2,2,2,0.9,0.1
685,2,2,2,0.9,0.1
686,2,2,2,0.9,0.1
687,2,2,2,0.9,0.1
688,2,2,2,0.9,0.1
689,2,2,2,0.9,0.1
690,2,2,2,0.9,0.1
691,2,2,2,0.9,0.1
692,2,2,2,0.9,0.1
693,2,2,2,0.9,0.1
694,2,2,2,0.9,0.1
695,2,2,2,0.9,0.1
696,2,2,2,0.9,0.1
697,2,2,2,0.9,0.1
698,2,2,2,0.9,0.1
699,2,2,2,0.9,0.1
700,2,2,2,0.9,0.1
701,2,2,2,0.9,0.1
702,2,2,2,0.9,0.1
703,2,2,2,0.9,0.1
704,2,2,2,0.9,0.1
705,2,2,2,0.9,0.1
706,2,2,2,0.9,0.1
707,2,2,2,0.9,0.1
708,2,2,2,0.9,0.1
709,2,2,2,0.9,0.1
710,2,2,2,0.9,0.1
711,2,2,2,0.9,0.1
712,2,2,2,0.9,0.1
713,2,2,2,0.9,0.1
714,2,2,2,0.9,0.1
715,2,2,2,0.9,0.1
716,2,2,2,0.9,0.1
717,2,2,2,0.9,0.1
718,2,2,2,0.9,0.1
719,2,2,2,0.9,0.1
720,2,2,2,0.9,0.1
721,2,2,2,0.9,0.1
722,2,2,2,0.9,0.1
723,2,2,2,0.9,0.1
724,2,2,2,0.9,0.1
725,2,2,2,0.9,0.1
726,2,2,2,0.9,0.1
727,2,2,2,0.9,0.1
728,2,2,2,0.9,0.1
729,2,2,2,0.9,0.1
730,2,2,2,0.9,0.1
731,2,2,2,0.9,0.1
732,2,2,2,0.9,0.1
733,2,2,2,0.9,0.1
734,2,2,2,0.9,0.1
735,2,2,2,0.9,0.1
736,2,2,2,0.9,0.1
737,2,2,2,0.9,0.1
738,2,2,2,0.9,0.1
739,2,2,2,0.9,0.1
740,2,2,2,0.9,0.1
741,2,2,2,0.9,0.1
742,2,2,2,0.9,0.1
743,2,2,2,0.9,0.1
744,2,2,2,0.9,0.1
745,2,2,2,0.9,0.1
746,2,2,2,0.9,0.1
747,2,2,2,0.9,0.1
748,2,2,2,0.9,0.1
749,2,2,2,0.9,0.1
750,2,2,2,0.9,0.1
751,2,2,2,0.9,0.1
752,2,2,2,0.9,0.1
753,2,2,2,0.9,0.1
754,2,2,2,0.9,0.1
755,2,2,2,0.9,0.1
756,2,2,2,0.9,0.1
757,2,2,2,0.9,0.1
758,2,2,2,0.9,0.1
759,2,2,2,0.9,0.1
760,2,2,2,0.9,0.1
761,2,2,2,0.9,0.1
762,2,2,2,0.9,0.1
763,2,2,2,0.9,0.1
764,2,2,2,0.9,0.1
765,2,2,2,0.9,0.1
766,2,2,2,0.9,0.1
767,2,2,2,0.9,0.1
768,2,2,2,0.9,0.1
769,2,2,2,0.9,0.1
770,2,2,2,0.9,0.1
771,2,2,2,0.9,0.1
772,2,2,2,0.9,0.1
773,2,2,2,0.9,0.1
774,2,2,2,0.9,0.1
775,2,2,2,0.9,0.1
776,2,2,2,0.9,0.1
777,2,2,2,0.9,0.1
778,2,2,2,0.9,0.1
779,2,2,2,0.9,0.1
780,2,2,2,0.9,0.1
781,2,2,2,0.9,0.1
782,2,2,2,0.9,0.1
783,2,2,2,0.9,0.1
784,2,2,2,0.9,0.1
785,2,2,2,0.9,0.1
786,2,2,2,0.9,0.1
787,2,2,2,0.9,0.1
788,2,2,2,0.9,0.1
789,2,2,2,0.9,0.1
790,2,2,2,0.9,0.1
791,2,2,2,0.9,0.1
792,2,2,2,0.9,0.1
793,2,2,2,0.9,0.1
794,2,2,2,0.9,0.1
795,2,2,2,0.9,0.1
796,2,2,2,0.9,0.1
797,2,2,2,0.9,0.1
798,2,2,2,0.9,0.1
799,2,2,2,0.9,0.1
800,2,2,2,0.9,0.1
801,2,2,2,0.9,0.1
802,2,2,2,0.9,0.1
803,2,2,2,0.9,0.1
804,2,2,2,0.9,0.1
805,2,2,2,0.9,0.1
806,2,2,2,0.9,0.1
807,2,2,2,0.9,0.1
808,2,2,2,0.9,0.1
809,2,2,2,0.9,0.1
810,2,2,2,0.9,0.1
811,2,2,2,0.9,0.1
812,2,2,2,0.9,0.1
813,2,2,2,0.9,0.1
814,2,2,2,0.9,0.1
815,2,2,2,0.9,0.1
816,2,2,2,0.9,0.1
817,2,2,2,0.9,0.1
818,2,2,2,0.9,0.1
819,2,2,2,0.9,0.1
820,2,2,2,0.9,0.1
821,2,2,2,0.9,0.1
822,2,2,2,0.9,0.1
823,2,2,2,0.9,0.1
824,2,2,2,0.9,0.1
825,2,2,2,0.9,0.1
826,2,2,2,0.9,0.1
827,2,2,2,0.9,0.1
828,2,2,2,0.9,0.1
829,2,2,2,0.9,0.1
830,2,2,2,0.9,0.1
831,2,2,2,0.9,0.1
832,2,2,2,0.9,0.1
833,2,2,2,0.9,0.1
834,2,2,2,0.9,0.1
835,2,2,2,0.9,0.1
836,2,2,2,0.9,0.1
837,2,2,2,0.9,0.1
838,2,2,2,0.9,0.1
839,2,2,2,0.9,0.1
840,2,2,2,0.9,0.1
841,2,2,2,0.9,0.1
842,2,2,2,0.9,0.1
843,2,2,2,0.9,0.1
844,2,2,2,0.9,0.1
845,2,2,2,0.9,0.1
846,2,2,2,0.9,0.1
847,2,2,2,0.9,0.1
848,2,2,2,0.9,0.1
849,2,2,2,0.9,0.1
850,2,2,2,0.9,0.1
851,2,2,2,0.9,0.1
852,2,2,2,0.9,0.1
853,2,2,2,0.9,0.1
854,2,2,2,0.9,0.1
855,2,2,2,0.9,0.1
856,2,2,2,0.9,0.1
857,2,2,2,0.9,0.1
858,2,2,2,0.9,0.1
859,2,2,2,0.9,0.1
860,2,2,2,0.9,0.1
861,2,2,2,0.9,0.1
862,2,2,2,0.9,0.1
863,2,2,2,0.9,0.1
864,2,2,2,0.9,0.1
865,2,2,2,0.9,0.1
866,2,2,2,0.9,0.1
867,2,2,2,0.9,0.1
868,2,2,2,0.9,0.1
869,2,2,2,0.9,0.1
870,2,2,2,0.9,0.1
871,2,2,2,0.9,0.1
